customer_id,customer_segment,customer_tenure_days,previous_transaction_count,previous_success_count,previous_failure_count,previous_recovery_count
cust_002793,NEW,50,1,1,0,0
cust_002794,NEW,38,2,2,0,0
cust_002795,NEW,40,2,2,0,0
cust_002796,LOYAL,1291,23,22,1,0
cust_002797,RETURNING,169,8,5,3,1
cust_002798,HIGH_VALUE,1473,41,39,2,1
cust_002799,LOYAL,1641,27,23,4,2
cust_002800,RETURNING,36,4,3,1,0
cust_002801,NEW,8,0,0,0,0
cust_002802,RETURNING,80,11,9,2,1
cust_002803,NEW,0,0,0,0,0
cust_002804,RETURNING,246,4,4,0,0
cust_002805,RETURNING,92,8,7,1,0
cust_002806,RETURNING,473,4,4,0,0
cust_002807,RETURNING,289,3,3,0,0
cust_002808,LOYAL,831,25,24,1,1
cust_002809,LOYAL,1517,28,26,2,0
cust_002810,LOYAL,1660,26,25,1,0
cust_002811,RETURNING,91,4,3,1,0
cust_002812,RETURNING,419,7,6,1,1
cust_002813,NEW,15,1,0,1,1
cust_002814,LOYAL,451,27,20,7,4
cust_002815,RETURNING,215,6,6,0,0
cust_002816,RETURNING,168,9,6,3,1
cust_002817,RETURNING,55,5,4,1,0
cust_002818,HIGH_VALUE,2757,36,35,1,1
cust_002819,RETURNING,293,8,8,0,0
cust_002820,RETURNING,316,9,9,0,0
cust_002821,RETURNING,430,14,11,3,1
cust_002822,RETURNING,269,10,9,1,1
cust_002823,RETURNING,166,5,5,0,0
cust_002824,RETURNING,396,11,9,2,2
cust_002825,RETURNING,279,3,3,0,0
cust_002826,LOYAL,611,26,23,3,0
cust_002827,NEW,60,1,0,1,0
cust_002828,LOYAL,958,12,11,1,0
cust_002829,RETURNING,146,10,9,1,1
cust_002830,LOYAL,1117,24,20,4,1
cust_002831,RETURNING,463,11,10,1,1
cust_002832,RETURNING,406,6,4,2,2
cust_002833,RETURNING,123,11,10,1,1
cust_002834,HIGH_VALUE,836,45,42,3,1
cust_002835,RETURNING,56,12,11,1,0
cust_002836,LOYAL,807,20,17,3,1
cust_002837,LOYAL,1744,24,23,1,0
cust_002838,RETURNING,47,4,4,0,0
cust_002839,RETURNING,371,5,4,1,0
cust_002840,RETURNING,170,5,3,2,1
cust_002841,RETURNING,431,4,4,0,0
cust_002842,RETURNING,443,4,3,1,1
cust_002843,RETURNING,308,7,6,1,0
cust_002844,RETURNING,325,5,4,1,0
cust_002845,RETURNING,54,8,6,2,0
cust_002846,LOYAL,1597,25,25,0,0
cust_002847,RETURNING,351,7,6,1,0
cust_002848,LOYAL,1790,30,27,3,1
cust_002849,NEW,60,0,0,0,0
cust_002850,RETURNING,267,5,4,1,1
cust_002851,NEW,49,0,0,0,0
cust_002852,LOYAL,224,26,24,2,0
cust_002853,RETURNING,76,6,4,2,0
cust_002854,HIGH_VALUE,2948,35,29,6,4
cust_002855,RETURNING,68,5,5,0,0
cust_002856,RETURNING,207,1,1,0,0
cust_002857,RETURNING,240,5,5,0,0
cust_002858,RETURNING,40,7,7,0,0
cust_002859,RETURNING,94,7,7,0,0
cust_002860,RETURNING,444,8,8,0,0
cust_002861,RETURNING,326,8,7,1,0
cust_002862,NEW,39,0,0,0,0
cust_002863,NEW,7,1,1,0,0
cust_002864,HIGH_VALUE,762,38,34,4,2
cust_002865,RETURNING,38,10,9,1,1
cust_002866,NEW,10,0,0,0,0
cust_002867,HIGH_VALUE,770,35,34,1,0
cust_002868,NEW,37,1,1,0,0
cust_002869,RETURNING,261,6,5,1,1
cust_002870,LOYAL,566,27,23,4,2
cust_002871,LOYAL,559,19,14,5,3
cust_002872,LOYAL,1744,22,21,1,0
cust_002873,RETURNING,79,9,8,1,1
cust_002874,HIGH_VALUE,506,47,45,2,1
cust_002875,NEW,13,0,0,0,0
cust_002876,HIGH_VALUE,1846,34,30,4,3
cust_002877,LOYAL,1285,25,24,1,0
cust_002878,LOYAL,1577,25,25,0,0
cust_002879,RETURNING,151,7,5,2,0
cust_002880,NEW,48,0,0,0,0
cust_002881,LOYAL,1658,14,13,1,1
cust_002882,RETURNING,253,4,4,0,0
cust_002883,RETURNING,406,4,4,0,0
cust_002884,LOYAL,567,21,18,3,3
cust_002885,RETURNING,349,8,6,2,1
cust_002886,RETURNING,200,9,9,0,0
cust_002887,RETURNING,208,9,7,2,1
cust_002888,NEW,45,1,1,0,0
cust_002889,RETURNING,75,12,12,0,0
cust_002890,NEW,13,0,0,0,0
cust_002891,LOYAL,1042,21,21,0,0
cust_002892,LOYAL,1534,27,23,4,2
cust_002893,RETURNING,144,4,3,1,0
cust_002894,RETURNING,389,10,7,3,0
cust_002895,LOYAL,482,18,18,0,0
cust_002896,LOYAL,647,24,21,3,1
cust_002897,LOYAL,1447,25,22,3,2
cust_002898,RETURNING,435,6,5,1,1
cust_002899,LOYAL,1587,25,24,1,1
cust_002900,RETURNING,395,9,9,0,0
cust_002901,RETURNING,250,6,6,0,0
cust_002902,LOYAL,995,23,23,0,0
cust_002903,RETURNING,283,6,6,0,0
cust_002904,RETURNING,366,10,9,1,0
cust_002905,RETURNING,312,6,4,2,1
cust_002906,RETURNING,225,8,7,1,0
cust_002907,RETURNING,235,9,6,3,0
cust_002908,LOYAL,1248,19,15,4,1
cust_002909,RETURNING,371,5,4,1,0
cust_002910,RETURNING,362,5,5,0,0
cust_002911,LOYAL,440,26,22,4,3
cust_002912,RETURNING,369,6,2,4,2
cust_002913,LOYAL,831,20,18,2,1
cust_002914,RETURNING,135,8,6,2,1
cust_002915,RETURNING,465,7,6,1,1
cust_002916,RETURNING,479,4,4,0,0
cust_002917,LOYAL,1779,26,19,7,6
cust_002918,NEW,57,0,0,0,0
cust_002919,LOYAL,1152,25,22,3,1
cust_002920,RETURNING,376,6,5,1,1
cust_002921,RETURNING,47,9,7,2,1
cust_002922,RETURNING,486,7,7,0,0
cust_002923,NEW,31,0,0,0,0
cust_002924,RETURNING,175,4,3,1,0
cust_002925,RETURNING,268,8,8,0,0
cust_002926,RETURNING,459,8,7,1,0
cust_002927,RETURNING,432,6,5,1,1
cust_002928,RETURNING,419,5,3,2,0
cust_002929,NEW,3,0,0,0,0
cust_002930,NEW,48,1,0,1,0
cust_002931,RETURNING,470,8,8,0,0
cust_002932,RETURNING,479,5,4,1,1
cust_002933,RETURNING,39,5,5,0,0
cust_002934,NEW,51,1,1,0,0
cust_002935,LOYAL,779,31,24,7,5
cust_002936,RETURNING,263,5,3,2,1
cust_002937,NEW,41,1,1,0,0
cust_002938,LOYAL,1652,30,26,4,3
cust_002939,RETURNING,423,6,4,2,1
cust_002940,RETURNING,223,8,7,1,0
cust_002941,HIGH_VALUE,473,38,38,0,0
cust_002942,HIGH_VALUE,2345,34,32,2,1
cust_002943,LOYAL,1697,19,17,2,0
cust_002944,NEW,52,1,1,0,0
cust_002945,RETURNING,444,5,4,1,1
cust_002946,HIGH_VALUE,928,31,26,5,1
cust_002947,HIGH_VALUE,2739,42,40,2,0
cust_002948,NEW,30,0,0,0,0
cust_002949,RETURNING,44,5,5,0,0
cust_002950,RETURNING,475,7,6,1,1
cust_002951,NEW,24,0,0,0,0
cust_002952,LOYAL,1377,20,18,2,2
cust_002953,RETURNING,289,7,7,0,0
cust_002954,RETURNING,127,10,9,1,0
cust_002955,NEW,50,1,1,0,0
cust_002956,RETURNING,299,8,8,0,0
cust_002957,NEW,48,0,0,0,0
cust_002958,RETURNING,301,8,8,0,0
cust_002959,NEW,60,0,0,0,0
cust_002960,HIGH_VALUE,2615,50,48,2,0
cust_002961,NEW,2,0,0,0,0
cust_002962,RETURNING,303,6,6,0,0
cust_002963,RETURNING,203,7,6,1,0
cust_002964,NEW,53,0,0,0,0
cust_002965,RETURNING,36,8,5,3,1
cust_002966,NEW,54,3,1,2,1
cust_002967,NEW,53,3,3,0,0
cust_002968,RETURNING,150,6,6,0,0
cust_002969,RETURNING,94,10,8,2,2
cust_002970,NEW,39,0,0,0,0
cust_002971,RETURNING,424,12,8,4,2
cust_002972,RETURNING,452,6,4,2,0
cust_002973,RETURNING,287,3,3,0,0
cust_002974,RETURNING,376,7,7,0,0
cust_002975,NEW,30,0,0,0,0
cust_002976,RETURNING,131,12,9,3,0
cust_002977,RETURNING,276,6,1,5,2
cust_002978,HIGH_VALUE,2607,32,29,3,1
cust_002979,HIGH_VALUE,1410,37,31,6,1
cust_002980,HIGH_VALUE,2456,43,43,0,0
cust_002981,RETURNING,66,12,12,0,0
cust_002982,NEW,56,0,0,0,0
cust_002983,RETURNING,154,5,5,0,0
cust_002984,RETURNING,85,4,3,1,0
cust_002985,NEW,55,2,2,0,0
cust_002986,NEW,54,0,0,0,0
cust_002987,RETURNING,304,7,6,1,0
cust_002988,RETURNING,395,8,7,1,0
cust_002989,RETURNING,296,2,1,1,0
cust_002990,LOYAL,1634,28,24,4,2
cust_002991,RETURNING,353,9,6,3,2
cust_002992,LOYAL,1303,24,23,1,0
cust_002993,RETURNING,100,11,9,2,0
cust_002994,RETURNING,260,2,2,0,0
cust_002995,RETURNING,204,10,10,0,0
cust_002996,RETURNING,425,9,9,0,0
cust_002997,NEW,51,0,0,0,0
cust_002998,NEW,56,2,2,0,0
cust_002999,RETURNING,279,6,4,2,0
cust_003000,RETURNING,120,8,5,3,2
cust_003001,NEW,0,2,2,0,0
cust_003002,LOYAL,976,26,25,1,0
cust_003003,NEW,8,1,1,0,0
cust_003004,RETURNING,323,5,5,0,0
cust_003005,RETURNING,448,8,8,0,0
cust_003006,RETURNING,168,7,6,1,0
cust_003007,RETURNING,454,7,6,1,0
cust_003008,NEW,33,1,0,1,0
cust_003009,LOYAL,917,27,23,4,3
cust_003010,RETURNING,163,11,8,3,0
cust_003011,RETURNING,122,5,4,1,0
cust_003012,RETURNING,101,0,0,0,0
cust_003013,LOYAL,838,29,26,3,0
cust_003014,LOYAL,496,24,21,3,0
cust_003015,HIGH_VALUE,485,38,34,4,0
cust_003016,RETURNING,484,5,4,1,1
cust_003017,LOYAL,1018,26,21,5,3
cust_003018,RETURNING,352,6,5,1,1
cust_003019,LOYAL,893,27,26,1,1
cust_003020,RETURNING,467,8,8,0,0
cust_003021,RETURNING,434,11,9,2,2
cust_003022,RETURNING,106,10,9,1,1
cust_003023,RETURNING,305,6,5,1,1
cust_003024,NEW,11,2,1,1,0
cust_003025,RETURNING,444,11,11,0,0
cust_003026,RETURNING,126,7,6,1,0
cust_003027,LOYAL,1547,18,18,0,0
cust_003028,RETURNING,255,8,5,3,1
cust_003029,LOYAL,752,27,24,3,0
cust_003030,RETURNING,402,8,7,1,1
cust_003031,LOYAL,1579,34,30,4,1
cust_003032,NEW,57,0,0,0,0
cust_003033,LOYAL,1748,22,17,5,1
cust_003034,RETURNING,31,11,10,1,0
cust_003035,RETURNING,268,8,7,1,0
cust_003036,RETURNING,213,6,3,3,0
cust_003037,RETURNING,89,2,2,0,0
cust_003038,RETURNING,498,7,7,0,0
cust_003039,LOYAL,1791,21,21,0,0
cust_003040,HIGH_VALUE,1917,43,40,3,1
cust_003041,LOYAL,1417,26,26,0,0
cust_003042,RETURNING,169,7,7,0,0
cust_003043,RETURNING,129,6,6,0,0
cust_003044,LOYAL,735,27,22,5,4
cust_003045,LOYAL,1157,25,21,4,3
cust_003046,RETURNING,181,10,8,2,1
cust_003047,HIGH_VALUE,2992,48,48,0,0
cust_003048,RETURNING,240,7,7,0,0
cust_003049,LOYAL,690,30,24,6,3
cust_003050,HIGH_VALUE,2147,47,44,3,0
cust_003051,LOYAL,336,24,22,2,1
cust_003052,NEW,21,0,0,0,0
cust_003053,RETURNING,353,6,4,2,1
cust_003054,NEW,60,0,0,0,0
cust_003055,LOYAL,353,30,22,8,4
cust_003056,RETURNING,273,3,2,1,0
cust_003057,LOYAL,881,28,28,0,0
cust_003058,LOYAL,564,31,29,2,2
cust_003059,RETURNING,214,8,7,1,0
cust_003060,RETURNING,55,6,3,3,2
cust_003061,RETURNING,46,5,5,0,0
cust_003062,RETURNING,204,18,15,3,1
cust_003063,NEW,56,1,1,0,0
cust_003064,NEW,36,1,1,0,0
cust_003065,RETURNING,373,7,7,0,0
cust_003066,RETURNING,402,3,3,0,0
cust_003067,RETURNING,286,6,6,0,0
cust_003068,NEW,3,1,1,0,0
cust_003069,RETURNING,430,5,4,1,1
cust_003070,RETURNING,263,1,0,1,1
cust_003071,RETURNING,232,13,11,2,1
cust_003072,LOYAL,675,20,18,2,2
cust_003073,RETURNING,107,9,8,1,0
cust_003074,RETURNING,256,9,8,1,1
cust_003075,LOYAL,256,31,28,3,1
cust_003076,RETURNING,358,10,10,0,0
cust_003077,RETURNING,265,8,8,0,0
cust_003078,NEW,1,1,0,1,0
cust_003079,NEW,48,1,1,0,0
cust_003080,NEW,17,0,0,0,0
cust_003081,LOYAL,1711,24,23,1,1
cust_003082,LOYAL,1199,29,24,5,2
cust_003083,RETURNING,419,5,5,0,0
cust_003084,RETURNING,271,5,4,1,0
cust_003085,RETURNING,132,7,6,1,1
cust_003086,RETURNING,294,5,4,1,0
cust_003087,RETURNING,474,7,7,0,0
cust_003088,LOYAL,456,25,21,4,3
cust_003089,LOYAL,660,22,17,5,2
cust_003090,RETURNING,330,10,9,1,0
cust_003091,RETURNING,215,13,12,1,0
cust_003092,RETURNING,50,7,5,2,0
cust_003093,RETURNING,345,5,4,1,0
cust_003094,LOYAL,1448,24,24,0,0
cust_003095,NEW,26,2,1,1,0
cust_003096,LOYAL,1574,19,17,2,0
cust_003097,LOYAL,718,27,27,0,0
cust_003098,LOYAL,1335,22,21,1,1
cust_003099,RETURNING,37,8,6,2,0
cust_003100,RETURNING,495,5,5,0,0
cust_003101,LOYAL,466,39,37,2,1
cust_003102,LOYAL,616,25,20,5,2
cust_003103,RETURNING,284,3,3,0,0
cust_003104,LOYAL,567,20,18,2,2
cust_003105,RETURNING,39,9,8,1,0
cust_003106,RETURNING,496,11,7,4,2
cust_003107,LOYAL,641,22,22,0,0
cust_003108,RETURNING,420,7,6,1,0
cust_003109,RETURNING,396,10,8,2,1
cust_003110,HIGH_VALUE,489,39,38,1,1
cust_003111,LOYAL,1773,24,23,1,1
cust_003112,LOYAL,323,20,18,2,0
cust_003113,RETURNING,117,11,9,2,0
cust_003114,HIGH_VALUE,2118,45,44,1,1
cust_003115,NEW,4,0,0,0,0
cust_003116,RETURNING,337,4,3,1,0
cust_003117,RETURNING,181,7,4,3,1
cust_003118,LOYAL,540,32,29,3,0
cust_003119,LOYAL,299,28,28,0,0
cust_003120,LOYAL,761,15,14,1,0
cust_003121,RETURNING,424,8,7,1,0
cust_003122,RETURNING,66,6,6,0,0
cust_003123,RETURNING,220,6,6,0,0
cust_003124,RETURNING,255,4,3,1,0
cust_003125,NEW,11,0,0,0,0
cust_003126,RETURNING,401,12,12,0,0
cust_003127,LOYAL,1234,25,25,0,0
cust_003128,LOYAL,727,24,20,4,3
cust_003129,LOYAL,946,21,17,4,2
cust_003130,RETURNING,42,5,4,1,1
cust_003131,RETURNING,417,10,8,2,0
cust_003132,NEW,39,1,1,0,0
cust_003133,RETURNING,250,9,8,1,1
cust_003134,RETURNING,351,6,6,0,0
cust_003135,RETURNING,395,9,9,0,0
cust_003136,NEW,6,1,1,0,0
cust_003137,LOYAL,1470,24,24,0,0
cust_003138,RETURNING,207,9,9,0,0
cust_003139,RETURNING,226,8,7,1,1
cust_003140,RETURNING,92,3,3,0,0
cust_003141,RETURNING,367,10,6,4,1
cust_003142,RETURNING,254,6,6,0,0
cust_003143,RETURNING,78,3,2,1,0
cust_003144,RETURNING,96,3,3,0,0
cust_003145,NEW,26,0,0,0,0
cust_003146,LOYAL,242,22,21,1,1
cust_003147,NEW,28,2,2,0,0
cust_003148,RETURNING,358,3,2,1,1
cust_003149,RETURNING,459,3,3,0,0
cust_003150,RETURNING,104,8,6,2,0
cust_003151,RETURNING,169,12,12,0,0
cust_003152,LOYAL,1111,31,30,1,0
cust_003153,RETURNING,444,2,2,0,0
cust_003154,RETURNING,309,8,8,0,0
cust_003155,RETURNING,493,11,10,1,0
cust_003156,NEW,39,3,2,1,0
cust_003157,RETURNING,362,4,3,1,1
cust_003158,RETURNING,45,6,3,3,1
cust_003159,RETURNING,81,10,7,3,1
cust_003160,HIGH_VALUE,1440,29,28,1,1
cust_003161,LOYAL,394,26,23,3,2
cust_003162,HIGH_VALUE,1745,34,29,5,3
cust_003163,RETURNING,61,3,3,0,0
cust_003164,LOYAL,1633,21,18,3,1
cust_003165,RETURNING,190,5,5,0,0
cust_003166,RETURNING,497,5,4,1,1
cust_003167,HIGH_VALUE,2377,31,31,0,0
cust_003168,RETURNING,234,7,6,1,0
cust_003169,LOYAL,497,25,19,6,3
cust_003170,LOYAL,933,26,26,0,0
cust_003171,NEW,38,0,0,0,0
cust_003172,LOYAL,1270,27,25,2,1
cust_003173,RETURNING,306,7,5,2,0
cust_003174,LOYAL,728,28,26,2,1
cust_003175,LOYAL,184,24,20,4,1
cust_003176,NEW,31,2,1,1,0
cust_003177,NEW,36,1,0,1,0
cust_003178,NEW,45,0,0,0,0
cust_003179,RETURNING,113,5,5,0,0
cust_003180,NEW,44,1,0,1,0
cust_003181,LOYAL,938,23,20,3,1
cust_003182,RETURNING,469,3,1,2,0
cust_003183,LOYAL,503,24,22,2,1
cust_003184,RETURNING,30,6,5,1,1
cust_003185,RETURNING,500,4,3,1,0
cust_003186,NEW,56,0,0,0,0
cust_003187,LOYAL,1724,27,24,3,2
cust_003188,NEW,54,0,0,0,0
cust_003189,NEW,45,0,0,0,0
cust_003190,RETURNING,315,7,4,3,2
cust_003191,LOYAL,780,25,24,1,1
cust_003192,NEW,14,0,0,0,0
cust_003193,RETURNING,494,7,7,0,0
cust_003194,LOYAL,1290,21,21,0,0
cust_003195,LOYAL,1110,20,20,0,0
cust_003196,RETURNING,61,11,10,1,1
cust_003197,NEW,44,2,1,1,0
cust_003198,RETURNING,475,17,13,4,2
cust_003199,RETURNING,360,6,5,1,1
cust_003200,LOYAL,555,23,19,4,1
cust_003201,RETURNING,223,9,9,0,0
cust_003202,RETURNING,441,5,5,0,0
cust_003203,NEW,38,0,0,0,0
cust_003204,RETURNING,166,3,2,1,0
cust_003205,RETURNING,91,9,6,3,1
cust_003206,LOYAL,437,26,26,0,0
cust_003207,NEW,26,0,0,0,0
cust_003208,HIGH_VALUE,1179,52,44,8,2
cust_003209,LOYAL,1536,25,24,1,1
cust_003210,RETURNING,138,6,6,0,0
cust_003211,NEW,20,0,0,0,0
cust_003212,RETURNING,264,9,7,2,2
cust_003213,NEW,37,1,0,1,0
cust_003214,RETURNING,470,3,3,0,0
cust_003215,LOYAL,1456,18,16,2,1
cust_003216,RETURNING,442,8,7,1,0
cust_003217,NEW,30,2,2,0,0
cust_003218,RETURNING,263,7,6,1,1
cust_003219,RETURNING,404,7,6,1,0
cust_003220,HIGH_VALUE,1496,45,39,6,2
cust_003221,NEW,52,0,0,0,0
cust_003222,LOYAL,1781,20,20,0,0
cust_003223,LOYAL,1567,26,26,0,0
cust_003224,NEW,59,3,1,2,2
cust_003225,NEW,19,0,0,0,0
cust_003226,RETURNING,352,6,5,1,0
cust_003227,LOYAL,295,30,25,5,2
cust_003228,RETURNING,282,8,7,1,0
cust_003229,RETURNING,304,11,10,1,1
cust_003230,LOYAL,380,28,26,2,1
cust_003231,LOYAL,1497,31,31,0,0
cust_003232,RETURNING,65,9,8,1,1
cust_003233,RETURNING,490,8,7,1,1
cust_003234,LOYAL,599,26,26,0,0
cust_003235,RETURNING,368,8,6,2,1
cust_003236,LOYAL,312,20,17,3,0
cust_003237,NEW,40,3,2,1,0
cust_003238,RETURNING,476,11,10,1,0
cust_003239,LOYAL,1390,24,23,1,1
cust_003240,RETURNING,189,11,7,4,1
cust_003241,NEW,49,1,1,0,0
cust_003242,RETURNING,281,6,6,0,0
cust_003243,RETURNING,200,6,6,0,0
cust_003244,LOYAL,1619,22,22,0,0
cust_003245,NEW,41,1,1,0,0
cust_003246,NEW,49,0,0,0,0
cust_003247,RETURNING,343,6,5,1,0
cust_003248,HIGH_VALUE,377,40,40,0,0
cust_003249,RETURNING,370,3,2,1,1
cust_003250,HIGH_VALUE,1360,47,42,5,1
cust_003251,LOYAL,283,34,31,3,2
cust_003252,RETURNING,112,5,4,1,1
cust_003253,LOYAL,1117,30,29,1,1
cust_003254,LOYAL,1752,23,21,2,2
cust_003255,RETURNING,417,6,5,1,1
cust_003256,RETURNING,103,7,6,1,0
cust_003257,LOYAL,250,23,22,1,1
cust_003258,LOYAL,897,26,26,0,0
cust_003259,LOYAL,949,23,23,0,0
cust_003260,HIGH_VALUE,405,40,37,3,1
cust_003261,RETURNING,111,9,7,2,1
cust_003262,LOYAL,1444,11,10,1,1
cust_003263,LOYAL,215,20,18,2,2
cust_003264,RETURNING,323,2,2,0,0
cust_003265,NEW,26,1,1,0,0
cust_003266,RETURNING,281,5,5,0,0
cust_003267,LOYAL,1513,23,23,0,0
cust_003268,RETURNING,400,6,6,0,0
cust_003269,LOYAL,375,21,19,2,2
cust_003270,NEW,56,0,0,0,0
cust_003271,RETURNING,163,3,3,0,0
cust_003272,RETURNING,411,9,9,0,0
cust_003273,NEW,20,1,0,1,0
cust_003274,LOYAL,1404,27,25,2,0
cust_003275,NEW,21,0,0,0,0
cust_003276,LOYAL,1261,17,16,1,1
cust_003277,RETURNING,60,4,4,0,0
cust_003278,HIGH_VALUE,1296,31,31,0,0
cust_003279,RETURNING,361,4,3,1,1
cust_003280,NEW,36,0,0,0,0
cust_003281,NEW,40,0,0,0,0
cust_003282,NEW,6,1,0,1,0
cust_003283,RETURNING,328,5,4,1,1
cust_003284,LOYAL,1790,24,20,4,2
cust_003285,RETURNING,386,6,6,0,0
cust_003286,RETURNING,330,8,6,2,1
cust_003287,RETURNING,423,8,7,1,1
cust_003288,RETURNING,270,7,6,1,0
cust_003289,LOYAL,1152,27,27,0,0
cust_003290,RETURNING,260,4,3,1,0
cust_003291,LOYAL,1264,23,23,0,0
cust_003292,HIGH_VALUE,2538,39,35,4,3
cust_003293,RETURNING,194,8,7,1,0
cust_003294,NEW,20,2,1,1,0
cust_003295,NEW,16,0,0,0,0
cust_003296,RETURNING,74,12,9,3,0
cust_003297,RETURNING,469,13,5,8,0
cust_003298,HIGH_VALUE,1881,40,38,2,0
cust_003299,RETURNING,410,8,7,1,1
cust_003300,RETURNING,184,9,6,3,2
cust_003301,LOYAL,1605,19,17,2,0
cust_003302,RETURNING,183,6,6,0,0
cust_003303,LOYAL,1417,21,20,1,1
cust_003304,NEW,48,0,0,0,0
cust_003305,RETURNING,491,4,4,0,0
cust_003306,HIGH_VALUE,1545,29,27,2,0
cust_003307,LOYAL,1603,24,21,3,2
cust_003308,LOYAL,734,15,11,4,0
cust_003309,RETURNING,458,8,7,1,0
cust_003310,LOYAL,884,26,21,5,2
cust_003311,RETURNING,489,6,4,2,2
cust_003312,RETURNING,496,9,8,1,0
cust_003313,NEW,57,0,0,0,0
cust_003314,RETURNING,484,2,2,0,0
cust_003315,RETURNING,380,7,6,1,0
cust_003316,NEW,6,0,0,0,0
cust_003317,LOYAL,480,25,23,2,1
cust_003318,LOYAL,726,30,28,2,2
cust_003319,LOYAL,443,29,24,5,3
cust_003320,NEW,28,2,2,0,0
cust_003321,HIGH_VALUE,1228,35,34,1,1
cust_003322,NEW,11,0,0,0,0
cust_003323,RETURNING,313,3,3,0,0
cust_003324,LOYAL,1627,26,25,1,0
cust_003325,NEW,19,1,1,0,0
cust_003326,NEW,28,0,0,0,0
cust_003327,NEW,36,0,0,0,0
cust_003328,RETURNING,280,5,4,1,1
cust_003329,LOYAL,1408,29,26,3,3
cust_003330,NEW,5,0,0,0,0
cust_003331,NEW,52,0,0,0,0
cust_003332,RETURNING,460,8,7,1,0
cust_003333,RETURNING,457,6,6,0,0
cust_003334,LOYAL,1384,23,22,1,1
cust_003335,HIGH_VALUE,2756,35,35,0,0
cust_003336,LOYAL,428,24,22,2,2
cust_003337,LOYAL,852,16,15,1,1
cust_003338,RETURNING,171,6,6,0,0
cust_003339,LOYAL,319,27,26,1,1
cust_003340,RETURNING,308,10,10,0,0
cust_003341,NEW,18,2,2,0,0
cust_003342,RETURNING,383,4,2,2,0
cust_003343,NEW,34,2,1,1,1
cust_003344,LOYAL,1413,31,31,0,0
cust_003345,LOYAL,872,21,21,0,0
cust_003346,HIGH_VALUE,2262,45,45,0,0
cust_003347,RETURNING,359,9,7,2,1
cust_003348,RETURNING,62,5,4,1,0
cust_003349,LOYAL,1407,21,15,6,2
cust_003350,RETURNING,187,10,7,3,3
cust_003351,RETURNING,53,5,5,0,0
cust_003352,RETURNING,482,14,13,1,0
cust_003353,HIGH_VALUE,2592,42,38,4,3
cust_003354,LOYAL,1781,17,16,1,1
cust_003355,NEW,6,0,0,0,0
cust_003356,RETURNING,322,11,9,2,1
cust_003357,RETURNING,438,9,9,0,0
cust_003358,NEW,53,0,0,0,0
cust_003359,RETURNING,439,12,10,2,0
cust_003360,RETURNING,471,4,4,0,0
cust_003361,NEW,29,2,2,0,0
cust_003362,RETURNING,106,8,7,1,1
cust_003363,NEW,46,1,0,1,1
cust_003364,RETURNING,171,6,5,1,0
cust_003365,NEW,18,1,0,1,1
cust_003366,LOYAL,1414,22,21,1,0
cust_003367,RETURNING,177,10,9,1,1
cust_003368,LOYAL,1342,22,22,0,0
cust_003369,NEW,18,1,1,0,0
cust_003370,RETURNING,285,5,2,3,1
cust_003371,RETURNING,397,4,3,1,0
cust_003372,RETURNING,215,3,3,0,0
cust_003373,RETURNING,106,11,9,2,0
cust_003374,LOYAL,1056,25,20,5,2
cust_003375,LOYAL,1331,29,24,5,3
cust_003376,RETURNING,470,3,3,0,0
cust_003377,NEW,8,0,0,0,0
cust_003378,LOYAL,1504,21,19,2,1
cust_003379,RETURNING,227,6,6,0,0
cust_003380,RETURNING,467,2,2,0,0
cust_003381,LOYAL,1317,20,19,1,0
cust_003382,RETURNING,487,6,6,0,0
cust_003383,RETURNING,436,7,7,0,0
cust_003384,RETURNING,287,6,4,2,0
cust_003385,RETURNING,482,6,6,0,0
cust_003386,RETURNING,317,17,13,4,2
cust_003387,LOYAL,1683,13,12,1,0
cust_003388,NEW,12,0,0,0,0
cust_003389,LOYAL,1185,19,19,0,0
cust_003390,LOYAL,1798,19,19,0,0
cust_003391,LOYAL,1429,16,15,1,1
cust_003392,NEW,20,0,0,0,0
cust_003393,RETURNING,427,5,5,0,0
cust_003394,RETURNING,83,5,3,2,1
cust_003395,RETURNING,171,5,4,1,0
cust_003396,LOYAL,1761,31,30,1,0
cust_003397,RETURNING,200,4,3,1,0
cust_003398,LOYAL,1389,27,26,1,0
cust_003399,NEW,60,0,0,0,0
cust_003400,RETURNING,439,9,8,1,0
cust_003401,NEW,53,0,0,0,0
cust_003402,LOYAL,1483,19,19,0,0
cust_003403,NEW,18,0,0,0,0
cust_003404,RETURNING,253,5,4,1,0
cust_003405,LOYAL,376,18,16,2,1
cust_003406,RETURNING,354,8,7,1,1
cust_003407,NEW,10,1,1,0,0
cust_003408,NEW,40,0,0,0,0
cust_003409,RETURNING,246,5,3,2,0
cust_003410,RETURNING,66,12,9,3,1
cust_003411,RETURNING,149,10,10,0,0
cust_003412,RETURNING,221,9,9,0,0
cust_003413,RETURNING,491,5,4,1,0
cust_003414,RETURNING,392,7,7,0,0
cust_003415,RETURNING,451,6,4,2,1
cust_003416,RETURNING,497,7,6,1,0
cust_003417,NEW,46,2,2,0,0
cust_003418,RETURNING,35,5,5,0,0
cust_003419,NEW,33,1,0,1,0
cust_003420,RETURNING,154,15,8,7,1
cust_003421,LOYAL,370,28,26,2,1
cust_003422,LOYAL,237,16,16,0,0
cust_003423,RETURNING,34,10,6,4,1
cust_003424,RETURNING,135,5,3,2,0
